Route,gc,pvr_tenderroute,gc_last,duration,distance
100,A,9,Q,37.5,21463.5
100,AC,9,Q,32.8,16661.5
100,AD,9,Q,30.8,13066
100,AF,9,Q,29.55,13822
100,AH,9,Q,36.15,18846.5
100,AL,9,Q,31.9,16553
100,AR,9,Q,26.05,10314.5
100,AV,9,Q,39.85,22590.5
100,AW,9,Q,28.55,18375
100,BC,9,Q,37.6,19794.5
100,BK,9,Q,24.1,15529
100,BN,9,Q,21.3,10963
100,BT,9,Q,39.1,22354
100,BW,9,Q,14.05,6111.5
100,BX,9,Q,30.45,23160.5
100,C,9,Q,37.2,18971.5
100,CT,9,Q,14.2,5593.5
100,DT,9,Q,33.95,25569.5
100,DX,9,Q,21.4,14522.5
100,E,9,Q,35.3,21637
100,EB,9,Q,46.9,27078.5
100,FW,9,Q,45.5,25318
100,G,9,Q,38.7,22702
100,GY,9,Q,30.2,25574
100,HD,9,Q,44.5,26802
100,HF,9,Q,44,22949.5
100,HH,9,Q,44.85,26672
100,HK,9,Q,10.2,3963.5
100,HT,9,Q,20.85,8357.5
100,KB,9,Q,30.8,17042.5
100,KC,9,Q,15.45,5972.5
100,LI,9,Q,18.65,9664
100,MB,9,Q,40.2,25840
100,MG,9,Q,17.35,8642.5
100,MR,9,Q,36.35,23585.5
100,N,9,Q,25.6,13065
100,NP,9,Q,29.25,12706
100,NS,9,Q,32.5,23694
100,NX,9,Q,15.65,7633
100,ON,9,Q,33.9,18639
100,PA,9,Q,36.4,20273
100,PB,9,Q,44.35,25614.5
100,PD,9,Q,27.35,14662.5
100,PL,9,Q,30,15375
100,PM,9,Q,17.15,7418.5
100,Q,9,Q,15.9,7233.5
100,QB,9,Q,20,9746
100,RA,9,Q,10.7,4213
100,RM,9,Q,28.2,21022
100,RP,9,Q,32.4,16408.5
100,RR,9,Q,21.2,13946
100,S,9,Q,28,12416
100,SG,9,Q,38.55,22376.5
100,SI,9,Q,19.9,10461
100,SO,9,Q,43.55,25992
100,SW,9,Q,14.5,7307.5
100,T,9,Q,21.65,11713
100,TB,9,Q,36.5,21962
100,TC,9,Q,39.3,21572.5
100,TF,9,Q,45.95,25426
100,TH,9,Q,31.4,16578
100,TL,9,Q,25.9,15074
100,TV,9,Q,41.6,27106
100,UX,9,Q,47.4,32009
100,V,9,Q,30.05,13944
100,W,9,Q,31.65,13752.5
100,WH,9,Q,15.65,7751.5
100,WJ,9,Q,29.9,14923
100,WL,9,Q,15.6,7551
100,WN,9,Q,27.7,11286
100,WS,9,Q,41.65,26886.5
100,X,9,Q,26.3,13401.5
101,A,12,RR,54.25,32484
101,AC,12,RR,36.6,32108
101,AD,12,RR,18.5,17268.5
101,AF,12,RR,46.45,26476.5
101,AH,12,RR,49.3,41762.5
101,AL,12,RR,48.65,27573.5
101,AR,12,RR,21,17586
101,AV,12,RR,53.3,45453.5
101,AW,12,RR,11.4,9993.5
101,BC,12,RR,52.85,34728
101,BK,12,RR,9.7,6844.5
101,BN,12,RR,38.1,21983
101,BT,12,RR,36.5,32936
101,BW,12,RR,12.5,9462.5
101,BX,12,RR,30.5,27273
101,C,12,RR,53.1,35107.5
101,CT,12,RR,15.4,10741.5
101,DT,12,RR,33.95,29681
101,DX,12,RR,8.65,7734
101,E,12,RR,20.6,17613.5
101,EB,12,RR,63.7,38099
101,FW,12,RR,61.2,42187.5
101,G,12,RR,44.85,39740
101,GY,12,RR,17.55,18785
101,HD,12,RR,41.85,37384.5
101,HF,12,RR,35.6,28859.5
101,HH,12,RR,58.15,50877.5
101,HK,12,RR,17.3,11275
101,HT,12,RR,32.5,17709
101,KB,12,RR,34.65,24342.5
101,KC,12,RR,30.55,16144.5
101,LI,12,RR,12.55,10629.5
101,MB,12,RR,40.35,30661
101,MG,12,RR,17.35,12754.5
101,MR,12,RR,36.35,27698
101,N,12,RR,41.35,28652
101,NP,12,RR,18.1,15487
101,NS,12,RR,15.3,12540
101,NX,12,RR,25.65,17202.5
101,ON,12,RR,39.3,34392.5
101,PA,12,RR,42.6,37311
101,PB,12,RR,31.05,27703.5
101,PD,12,RR,27.45,18774.5
101,PL,12,RR,46.75,26395
101,PM,12,RR,29.65,19295
101,Q,12,RR,31.6,19034.5
101,QB,12,RR,36.75,20766.5
101,RA,12,RR,28.9,16125.5
101,RM,12,RR,15.5,14233
101,RP,12,RR,40.4,34183
101,RR,12,RR,8.55,7157
101,S,12,RR,44.85,29652.5
101,SG,12,RR,52,45239.5
101,SI,12,RR,9.85,7601.5
101,SO,12,RR,45.9,37460.5
101,SW,12,RR,31.25,18328
101,T,12,RR,11.7,8542
101,TB,12,RR,37.95,27830
101,TC,12,RR,50.95,35084.5
101,TF,12,RR,61.65,42296
101,TH,12,RR,46.85,31510
101,TL,12,RR,29.8,22374
101,TV,12,RR,58.35,38126.5
101,UX,12,RR,53.5,49046.5
101,V,12,RR,47.55,32577.5
101,W,12,RR,33.3,29213.5
101,WH,12,RR,11.8,7977.5
101,WJ,12,RR,39.1,33751
101,WL,12,RR,31.85,19084.5
101,WN,12,RR,20.9,18829.5
101,WS,12,RR,52.9,46936
101,X,12,RR,43.7,24524.5
102,A,15,AD,56.55,40192.5
102,AC,15,AD,16.9,12595.5
102,AD,15,AD,9.95,7558
102,AF,15,AD,36.85,23378.5
102,AH,15,AD,29.55,22249.5
102,AL,15,AD,51.4,27163.5
102,AR,15,AD,15.55,10448.5
102,AV,15,AD,33.55,25941.5
102,AW,15,AD,14.2,11870.5
102,BC,15,AD,57.35,36996.5
102,BK,15,AD,27.8,24166.5
102,BN,15,AD,43.1,23498.5
102,BT,15,AD,18.6,14976
102,BW,15,AD,28.5,23798.5
102,BX,15,AD,49.4,43786.5
102,C,15,AD,56.85,30659
102,CT,15,AD,26.65,16440.5
102,DT,15,AD,52.9,46194.5
102,DX,15,AD,28.4,26876.5
102,E,15,AD,12.95,10024.5
102,EB,15,AD,61.05,44206
102,FW,15,AD,41.95,30771.5
102,G,15,AD,25.15,20227.5
102,GY,15,AD,37.2,37927.5
102,HD,15,AD,24,19424
102,HF,15,AD,20.25,16235
102,HH,15,AD,38.45,31365.5
102,HK,15,AD,28.2,17132
102,HT,15,AD,17.9,10267.5
102,KB,15,AD,49.2,32622
102,KC,15,AD,25.2,12068.5
102,LI,15,AD,24.7,18814
102,MB,15,AD,59.25,47174.5
102,MG,15,AD,36.3,29268.5
102,MR,15,AD,55.25,44211.5
102,N,15,AD,47.3,25600.5
102,NP,15,AD,14,10513.5
102,NS,15,AD,29.75,26789.5
102,NX,15,AD,39.2,23617
102,ON,15,AD,19.55,14879.5
102,PA,15,AD,22.85,17798.5
102,PB,15,AD,21.85,16897.5
102,PD,15,AD,46.35,35288.5
102,PL,15,AD,47.75,29773.5
102,PM,15,AD,41.7,24816
102,Q,15,AD,39.6,19184.5
102,QB,15,AD,39.9,21234
102,RA,15,AD,34,15701.5
102,RM,15,AD,35.2,33375.5
102,RP,15,AD,20.65,14670.5
102,RR,15,AD,28.2,26299.5
102,S,15,AD,26.75,18602.5
102,SG,15,AD,32.25,25727.5
102,SI,15,AD,30.7,27757.5
102,SO,15,AD,26,18116.5
102,SW,15,AD,37.45,18252.5
102,T,15,AD,20.6,16651
102,TB,15,AD,56.6,38424
102,TC,15,AD,58.3,39108
102,TF,15,AD,42.45,30879.5
102,TH,15,AD,52.3,28827.5
102,TL,15,AD,46.65,32125
102,TV,15,AD,49.65,38459.5
102,UX,15,AD,33.75,29534.5
102,V,15,AD,30.15,22924.5
102,W,15,AD,13.35,9646.5
102,WH,15,AD,31.95,29634.5
102,WJ,15,AD,19.35,14238.5
102,WL,15,AD,39.2,19006.5
102,WN,15,AD,11.5,8463
102,WS,15,AD,33.15,27423.5
102,X,15,AD,25.75,18951.5
103,A,14,GY,64.3,43075
103,AC,14,GY,46.35,41779.5
103,AD,14,GY,28.25,26940
103,AF,14,GY,56.45,37067
103,AH,14,GY,59,51434
103,AL,14,GY,58.65,38164
103,AR,14,GY,30.75,27257.5
103,AV,14,GY,63,55125.5
103,AW,14,GY,21.1,19665.5
103,BC,14,GY,62.95,43576
103,BK,14,GY,13.4,10453
103,BN,14,GY,48.1,32574
103,BT,14,GY,46.2,42607.5
103,BW,14,GY,23.45,19733.5
103,BX,14,GY,40.55,36121
103,C,14,GY,63.15,43956
103,CT,14,GY,26.35,21013
103,DT,14,GY,44.05,38529
103,DX,14,GY,12.3,9749
103,E,14,GY,30.3,27285.5
103,EB,14,GY,73.7,48690
103,FW,14,GY,70.9,51852
103,G,14,GY,54.6,49411.5
103,GY,14,GY,13.75,10817.5
103,HD,14,GY,51.6,47056
103,HF,14,GY,45.35,38531.5
103,HH,14,GY,67.9,60549.5
103,HK,14,GY,28.25,21546.5
103,HT,14,GY,42.9,29718
103,KB,14,GY,44.75,33191
103,KC,14,GY,41.5,26416
103,LI,14,GY,23.55,20908.5
103,MB,14,GY,50.4,39509
103,MG,14,GY,27.45,21603
103,MR,14,GY,46.4,36546
103,N,14,GY,51.45,37500
103,NP,14,GY,27.85,25158.5
103,NS,14,GY,8.25,5892.5
103,NX,14,GY,35.75,26051
103,ON,14,GY,49.05,44064
103,PA,14,GY,52.3,46982.5
103,PB,14,GY,40.8,37375.5
103,PD,14,GY,37.5,27623
103,PL,14,GY,56.75,36986
103,PM,14,GY,39.7,28143
103,Q,14,GY,41.45,27764
103,QB,14,GY,46.75,31357
103,RA,14,GY,39.25,26978.5
103,RM,14,GY,10.7,6917.5
103,RP,14,GY,50.1,43854.5
103,RR,14,GY,14.9,11462
103,S,14,GY,54.55,39316.5
103,SG,14,GY,61.7,54911.5
103,SI,14,GY,20.4,16147
103,SO,14,GY,55.6,47132.5
103,SW,14,GY,41.25,28919
103,T,14,GY,23.25,19056.5
103,TB,14,GY,48,36678
103,TC,14,GY,61.05,43933
103,TF,14,GY,71.4,51960
103,TH,14,GY,56.9,40358
103,TL,14,GY,39.9,31222
103,TV,14,GY,68.35,48717
103,UX,14,GY,63.25,58718.5
103,V,14,GY,57.25,42241.5
103,W,14,GY,43.05,38885.5
103,WH,14,GY,21.55,17999
103,WJ,14,GY,48.85,43422.5
103,WL,14,GY,41.7,27814
103,WN,14,GY,30.65,28501.5
103,WS,14,GY,62.6,56607.5
103,X,14,GY,53.85,39913.5
104,A,18,RR,53.1,30723.5
104,AC,18,RR,39.6,32799
104,AD,18,RR,21.5,17959
104,AF,18,RR,45.2,24715.5
104,AH,18,RR,51.15,34222
104,AL,18,RR,47.45,25812.5
104,AR,18,RR,21.25,14311
104,AV,18,RR,55.05,37940
104,AW,18,RR,14.35,10684.5
104,BC,18,RR,51.55,31106
104,BK,18,RR,12.75,7418
104,BN,18,RR,36.9,20222.5
104,BT,18,RR,39.45,33627
104,BW,18,RR,8.95,4302.5
104,BX,18,RR,29.15,23651
104,C,18,RR,51.75,31486
104,CT,18,RR,13.3,8014.5
104,DT,18,RR,32.65,26059
104,DX,18,RR,12.75,9736
104,E,18,RR,23.55,18304.5
104,EB,18,RR,62.5,36338.5
104,FW,18,RR,62.05,41718.5
104,G,18,RR,47.85,40430.5
104,GY,18,RR,21.55,20787.5
104,HD,18,RR,44.85,38075
104,HF,18,RR,38.6,29550.5
104,HH,18,RR,60,42693
104,HK,18,RR,15.2,8548
104,HT,18,RR,30.4,14982.5
104,KB,18,RR,33.3,20721
104,KC,18,RR,29.2,14247.5
104,LI,18,RR,9.15,4255.5
104,MB,18,RR,38.95,27039
104,MG,18,RR,16,9133
104,MR,18,RR,35,24076
104,N,18,RR,40.05,25030
104,NP,18,RR,20.8,14119
104,NS,18,RR,19.1,13940
104,NX,18,RR,24.3,13581
104,ON,18,RR,42.3,35083
104,PA,18,RR,45.55,38002
104,PB,18,RR,34,28394
104,PD,18,RR,26.1,15153
104,PL,18,RR,45.6,24634.5
104,PM,18,RR,28.25,15673
104,Q,18,RR,30.2,15413
104,QB,18,RR,35.6,19006
104,RA,18,RR,27.9,13278.5
104,RM,18,RR,19.55,16235.5
104,RP,18,RR,43.35,34873.5
104,RR,18,RR,12.55,9159.5
104,S,18,RR,45.05,23117.5
104,SG,18,RR,53.7,37726
104,SI,18,RR,13.35,8760
104,SO,18,RR,48.85,38151.5
104,SW,18,RR,30.1,16567.5
104,T,18,RR,9.5,5234
104,TB,18,RR,36.6,24208
104,TC,18,RR,49.65,31463
104,TF,18,RR,62.55,41827
104,TH,18,RR,45.5,27888
104,TL,18,RR,28.45,18752
104,TV,18,RR,57.15,36365.5
104,UX,18,RR,56.5,49737.5
104,V,18,RR,48.05,23451
104,W,18,RR,36.3,29904.5
104,WH,18,RR,8.6,4760
104,WJ,18,RR,42.1,34442
104,WL,18,RR,30.5,15462.5
104,WN,18,RR,23.85,19520.5
104,WS,18,RR,55.7,40829
104,X,18,RR,42.45,22498
105,A,9,HH,44.75,32454.5
105,AC,9,HH,20.9,17917.5
105,AD,9,HH,33.1,29688.5
105,AF,9,HH,26.05,19942
105,AH,9,HH,17,11877
105,AL,9,HH,40.65,27184
105,AR,9,HH,41.2,33880.5
105,AV,9,HH,17.05,9685
105,AW,9,HH,40.9,37269.5
105,BC,9,HH,48.3,32336
105,BK,9,HH,54.5,49566
105,BN,9,HH,36.4,26718
105,BT,9,HH,27.35,18313
105,BW,9,HH,50.75,31295.5
105,BX,9,HH,66,48114
105,C,9,HH,47.6,32476
105,CT,9,HH,48.75,29851
105,DT,9,HH,69.5,50522.5
105,DX,9,HH,55.05,52275.5
105,E,9,HH,41.1,36355.5
105,EB,9,HH,49.15,36467.5
105,FW,9,HH,23.85,16433
105,G,9,HH,10.7,8457
105,GY,9,HH,63.9,63326.5
105,HD,9,HH,20.4,14931.5
105,HF,9,HH,39.95,32909.5
105,HH,9,HH,13.65,10135.5
105,HK,9,HH,45.85,28712
105,HT,9,HH,34.25,28584.5
105,KB,9,HH,50.6,34526.5
105,KC,9,HH,37.2,25297
105,LI,9,HH,51.4,44213.5
105,MB,9,HH,68.2,47312
105,MG,9,HH,54.7,34813.5
105,MR,9,HH,71.8,52162
105,N,9,HH,40.6,28820
105,NP,9,HH,41,36110
105,NS,9,HH,56.4,52188.5
105,NX,9,HH,44.8,30313
105,ON,9,HH,14.2,11818
105,PA,9,HH,13.45,10184
105,PB,9,HH,48.6,40865.5
105,PD,9,HH,64.3,40947
105,PL,9,HH,37.85,25382.5
105,PM,9,HH,44.4,29228
105,Q,9,HH,38.4,26590.5
105,QB,9,HH,31.4,23406
105,RA,9,HH,35.1,24796
105,RM,9,HH,61.85,58774.5
105,RP,9,HH,19.7,14964
105,RR,9,HH,54.9,51698.5
105,S,9,HH,19.65,16490
105,SG,9,HH,14.85,8675.5
105,SI,9,HH,55.55,43260.5
105,SO,9,HH,16.25,12580.5
105,SW,9,HH,35.3,24957.5
105,T,9,HH,47.25,42050
105,TB,9,HH,62.1,42642.5
105,TC,9,HH,52.1,36202
105,TF,9,HH,24.3,16541
105,TH,9,HH,44.3,31207
105,TL,9,HH,50.4,35501.5
105,TV,9,HH,37.8,30721
105,UX,9,HH,13.1,10858
105,V,9,HH,18.6,15504.5
105,W,9,HH,23.1,20433.5
105,WH,9,HH,53.95,33996.5
105,WJ,9,HH,19.85,15364.5
105,WL,9,HH,38,26412.5
105,WN,9,HH,33.75,29936.5
105,WS,9,HH,10.1,8455
105,X,9,HH,21.2,17987
106,A,14,NP,44.4,24071.5
106,AC,14,NP,30.3,15840.5
106,AD,14,NP,21.7,9358
106,AF,14,NP,34.5,17107.5
106,AH,14,NP,38.4,22737
106,AL,14,NP,38.8,19160.5
106,AR,14,NP,17.65,6856
106,AV,14,NP,42.25,26454.5
106,AW,14,NP,21.85,14688
106,BC,14,NP,44.55,22402.5
106,BK,14,NP,27.15,19582
106,BN,14,NP,28.25,13570.5
106,BT,14,NP,32.7,19685
106,BW,14,NP,14.65,6635.5
106,BX,14,NP,34.05,25425
106,C,14,NP,44.15,21579.5
106,CT,14,NP,11.9,4709
106,DT,14,NP,37.5,27833
106,DX,14,NP,25.15,16605.5
106,E,14,NP,26.45,18039.5
106,EB,14,NP,53.85,29686.5
106,FW,14,NP,49.25,30233.5
106,G,14,NP,37.6,23653
106,GY,14,NP,33.95,27656.5
106,HD,14,NP,38.05,24133.5
106,HF,14,NP,36.45,19580
106,HH,14,NP,47.15,31207.5
106,HK,14,NP,10.4,4120.5
106,HT,14,NP,14.95,5962.5
106,KB,14,NP,38.1,20077.5
106,KC,14,NP,13.8,5265.5
106,LI,14,NP,17.15,8374
106,MB,14,NP,43.85,28813
106,MG,14,NP,20.9,10906.5
106,MR,14,NP,39.9,25850
106,N,14,NP,32.5,15672.5
106,NP,14,NP,20.85,9247.5
106,NS,14,NP,31.95,25019
106,NX,14,NP,22.8,10613.5
106,ON,14,NP,32.4,18947.5
106,PA,14,NP,35.3,21224
106,PB,14,NP,35.5,22016.5
106,PD,14,NP,31,16926.5
106,PL,14,NP,36.9,17982.5
106,PM,14,NP,24.35,10398.5
106,Q,14,NP,22.95,10337
106,QB,14,NP,26.7,11537.5
106,RA,14,NP,17.45,7001
106,RM,14,NP,31.95,23105
106,RP,14,NP,32.2,17727
106,RR,14,NP,24.95,16028.5
106,S,14,NP,29.6,13753
106,SG,14,NP,40.95,26240.5
106,SI,14,NP,24.05,12734
106,SO,14,NP,40.55,24158
106,SW,14,NP,21.4,9915.5
106,T,14,NP,19,9728
106,TB,14,NP,41.5,25982
106,TC,14,NP,46.2,24180.5
106,TF,14,NP,49.7,30342
106,TH,14,NP,38.35,19185.5
106,TL,14,NP,33.3,18109
106,TV,14,NP,48.05,28726
106,UX,14,NP,46.25,32959
106,V,14,NP,33.7,15606.5
106,W,14,NP,28.3,13914.5
106,WH,14,NP,18.1,8997
106,WJ,14,NP,30.35,16768.5
106,WL,14,NP,22.5,10159.5
106,WN,14,NP,18.6,7577.5
106,WS,14,NP,42.95,29344
106,X,14,NP,27.7,13934.5
107,A,11,BT,59.4,40844.5
107,AC,11,BT,19.65,13075.5
107,AD,11,BT,15.2,11467
107,AF,11,BT,39.6,24030
107,AH,11,BT,32.4,22901.5
107,AL,11,BT,54.3,32042.5
107,AR,11,BT,23.15,15890
107,AV,11,BT,36.4,26593
107,AW,11,BT,22.7,18657.5
107,BC,11,BT,60.45,36474.5
107,BK,11,BT,36.3,30954.5
107,BN,11,BT,48.15,30302.5
107,BT,11,BT,9.15,6049
107,BW,11,BT,37.05,30586.5
107,BX,11,BT,57.9,50574
107,C,11,BT,59.8,36614
107,CT,11,BT,35.15,23228.5
107,DT,11,BT,61.4,52982.5
107,DX,11,BT,36.9,33664
107,E,11,BT,21.1,16207.5
107,EB,11,BT,63.85,44858
107,FW,11,BT,44.8,31423
107,G,11,BT,26.4,18676.5
107,GY,11,BT,45.7,44715
107,HD,11,BT,16.15,11031
107,HF,11,BT,11.6,8582
107,HH,11,BT,39.15,28960.5
107,HK,11,BT,36.7,23920
107,HT,11,BT,20.15,13084
107,KB,11,BT,59.1,39199.5
107,KC,11,BT,28.05,16189
107,LI,11,BT,33.2,25601.5
107,MB,11,BT,67.75,53962
107,MG,11,BT,44.8,36055.5
107,MR,11,BT,63.8,50999
107,N,11,BT,52.35,32404.5
107,NP,11,BT,22.8,17498.5
107,NS,11,BT,38.25,33577
107,NX,11,BT,49.3,31628
107,ON,11,BT,22.05,15038.5
107,PA,11,BT,25.65,18450.5
107,PB,11,BT,21.25,16900
107,PD,11,BT,54.85,42075.5
107,PL,11,BT,50.55,30425.5
107,PM,11,BT,50.65,24633.5
107,Q,11,BT,45.75,22618
107,QB,11,BT,43.1,24883.5
107,RA,11,BT,38.55,20143.5
107,RM,11,BT,43.7,40163.5
107,RP,11,BT,23.45,15322
107,RR,11,BT,36.7,33087
107,S,11,BT,29.55,19254
107,SG,11,BT,35.05,26379
107,SI,11,BT,39.25,34545
107,SO,11,BT,20.6,14381
107,SW,11,BT,43.35,23416.5
107,T,11,BT,29.1,23438.5
107,TB,11,BT,65.4,51131
107,TC,11,BT,64.3,40340
107,TF,11,BT,45.25,31531.5
107,TH,11,BT,56.45,35346
107,TL,11,BT,56.55,38703
107,TV,11,BT,52.5,39111.5
107,UX,11,BT,34.55,27135.5
107,V,11,BT,33,23576
107,W,11,BT,16.1,10285
107,WH,11,BT,40.45,36422.5
107,WJ,11,BT,22.2,14890.5
107,WL,11,BT,45.35,22440
107,WN,11,BT,16.4,12051
107,WS,11,BT,33.85,25018.5
107,X,11,BT,28.5,19603.5
108,A,10,MG,44.7,25218
108,AC,10,MG,42.05,26656
108,AD,10,MG,29.75,25192
108,AF,10,MG,38.65,21356
108,AH,10,MG,48.3,25844
108,AL,10,MG,39.95,21726.5
108,AR,10,MG,26.3,14896
108,AV,10,MG,52,29588
108,AW,10,MG,22.6,17917
108,BC,10,MG,40.15,23097.5
108,BK,10,MG,21.05,13941
108,BN,10,MG,27.85,15185.5
108,BT,10,MG,47.55,31671.5
108,BW,10,MG,11.85,7064.5
108,BX,10,MG,22.9,18737.5
108,C,10,MG,40.4,23477
108,CT,10,MG,15.55,9358.5
108,DT,10,MG,26.4,21145.5
108,DX,10,MG,19.5,14304.5
108,E,10,MG,31.75,25537
108,EB,10,MG,53.65,30621.5
108,FW,10,MG,57.5,32286
108,G,10,MG,49.5,34951
108,GY,10,MG,28.35,25355.5
108,HD,10,MG,51.85,35994
108,HF,10,MG,46.85,36783
108,HH,10,MG,57,33669.5
108,HK,10,MG,17.5,9892
108,HT,10,MG,31.4,14127
108,KB,10,MG,21.9,12712.5
108,KC,10,MG,28,12505
108,LI,10,MG,12.7,8521.5
108,MB,10,MG,31.05,21388.5
108,MG,10,MG,11.85,6293.5
108,MR,10,MG,28.7,20974
108,N,10,MG,28.7,17021.5
108,NP,10,MG,28.3,16610.5
108,NS,10,MG,27.2,21776
108,NX,10,MG,15,7840
108,ON,10,MG,44.35,30246
108,PA,10,MG,47.2,32522.5
108,PB,10,MG,42.25,35627
108,PD,10,MG,21,11870
108,PL,10,MG,38.05,20548
108,PM,10,MG,18.95,9932
108,Q,10,MG,21.5,10623
108,QB,10,MG,29.4,14806
108,RA,10,MG,22.2,10001
108,RM,10,MG,26.35,20803.5
108,RP,10,MG,44.1,29025.5
108,RR,10,MG,19.35,13727.5
108,S,10,MG,39.55,19774.5
108,SG,10,MG,50.7,29374
108,SI,10,MG,18.45,10939
108,SO,10,MG,52.4,35456.5
108,SW,10,MG,23.9,12367
108,T,10,MG,15.4,10333.5
108,TB,10,MG,27.65,17631.5
108,TC,10,MG,38.25,23454.5
108,TF,10,MG,57.5,32315
108,TH,10,MG,34.1,19879.5
108,TL,10,MG,17.1,10743.5
108,TV,10,MG,50.55,33006
108,UX,10,MG,58.15,44258
108,V,10,MG,42.2,20941.5
108,W,10,MG,39.65,25044
108,WH,10,MG,12.6,7518
108,WJ,10,MG,42.25,28067.5
108,WL,10,MG,21.7,10673
108,WN,10,MG,31.7,19905
108,WS,10,MG,53.35,40000
108,X,10,MG,38.8,20559.5
110,A,7,AV,35,20286.5
110,AC,7,AV,22.7,15897
110,AD,7,AV,34.95,27668
110,AF,7,AV,20.85,11842.5
110,AH,7,AV,4.95,2738.5
110,AL,7,AV,35.35,19175.5
110,AR,7,AV,43.05,31860
110,AV,7,AV,3,1649
110,AW,7,AV,42.75,35249
110,BC,7,AV,44.4,26085
110,BK,7,AV,56.3,47545
110,BN,7,AV,32.9,21021
110,BT,7,AV,33.7,23404
110,BW,7,AV,49.6,26691
110,BX,7,AV,62.5,42431.5
110,C,7,AV,43.75,26225
110,CT,7,AV,49.35,25886
110,DT,7,AV,66,44840
110,DX,7,AV,56.9,50255
110,E,7,AV,42.95,34335
110,EB,7,AV,39.4,22606.5
110,FW,7,AV,12.55,6185
110,G,7,AV,16.9,7957
110,GY,7,AV,65.7,61306
110,HD,7,AV,29.9,20501.5
110,HF,7,AV,42.2,34160
110,HH,7,AV,10.35,6153
110,HK,7,AV,45.3,24256
110,HT,7,AV,36.1,26564.5
110,KB,7,AV,47.15,28830
110,KC,7,AV,38.15,21564
110,LI,7,AV,53.25,42193
110,MB,7,AV,64.7,41615
110,MG,7,AV,51.4,29989
110,MR,7,AV,68.3,46479
110,N,7,AV,37.1,23123.5
110,NP,7,AV,42.8,34089
110,NS,7,AV,58.25,50168
110,NX,7,AV,41.35,24630
110,ON,7,AV,17.5,11652
110,PA,7,AV,20.35,13536
110,PB,7,AV,50.4,38845
110,PD,7,AV,60.8,35264
110,PL,7,AV,33.05,17155
110,PM,7,AV,40.9,23545.5
110,Q,7,AV,34.95,20908
110,QB,7,AV,27.9,17709
110,RA,7,AV,31.65,19113
110,RM,7,AV,63.7,56754.5
110,RP,7,AV,21,11385.5
110,RR,7,AV,56.7,49678
110,S,7,AV,18.05,11615
110,SG,7,AV,4.45,2578.5
110,SI,7,AV,55.5,31348
110,SO,7,AV,26.35,18593
110,SW,7,AV,31.85,19261
110,T,7,AV,49.1,40030
110,TB,7,AV,58.6,36946
110,TC,7,AV,48.25,29951
110,TF,7,AV,13,6293
110,TH,7,AV,40.4,24956.5
110,TL,7,AV,46.95,29804.5
110,TV,7,AV,27.85,15920.5
110,UX,7,AV,22.55,17614
110,V,7,AV,13.8,8887.5
110,W,7,AV,24.9,18413
110,WH,7,AV,51.6,29246
110,WJ,7,AV,21.55,11739
110,WL,7,AV,34.5,20730
110,WN,7,AV,35.6,27916
110,WS,7,AV,12.65,8808.5
110,X,7,AV,22.1,14254
111,A,15,AV,32.65,23525
111,AC,15,AV,32.7,22969.5
111,AD,15,AV,44.95,34740.5
111,AF,15,AV,22.7,16094
111,AH,15,AV,19.15,11376.5
111,AL,15,AV,31.55,20645.5
111,AR,15,AV,53.05,38933
111,AV,15,AV,17.45,9746
111,AW,15,AV,52.75,42321.5
111,BC,15,AV,40.25,26103
111,BK,15,AV,61.4,47025
111,BN,15,AV,33.75,23625.5
111,BT,15,AV,41.75,26681
111,BW,15,AV,53.5,31898.5
111,BX,15,AV,63.4,45762
111,C,15,AV,39.65,26242.5
111,CT,15,AV,53.7,31289
111,DT,15,AV,66.9,48170
111,DX,15,AV,60.3,47876.5
111,E,15,AV,52.95,41407.5
111,EB,15,AV,37.1,26691
111,FW,15,AV,16.95,9661
111,G,15,AV,25.8,15810.5
111,GY,15,AV,69.1,58927.5
111,HD,15,AV,36.15,23112
111,HF,15,AV,52.15,41232.5
111,HH,15,AV,17.5,9922.5
111,HK,15,AV,49.6,29659.5
111,HT,15,AV,46.05,33637
111,KB,15,AV,48.05,31433.5
111,KC,15,AV,46.2,28263
111,LI,15,AV,57.65,41427.5
111,MB,15,AV,61.15,42830.5
111,MG,15,AV,53.7,33751.5
111,MR,15,AV,69.3,49810
111,N,15,AV,37.95,25727.5
111,NP,15,AV,52.85,41162
111,NS,15,AV,66.8,52403
111,NX,15,AV,43.7,28393
111,ON,15,AV,27.25,17568
111,PA,15,AV,27.9,17567.5
111,PB,15,AV,60.4,45918
111,PD,15,AV,63.1,39027
111,PL,15,AV,31.1,19758
111,PM,15,AV,42.75,27365.5
111,Q,15,AV,36.8,24728
111,QB,15,AV,30.25,21282.5
111,RA,15,AV,36.45,24290.5
111,RM,15,AV,67.1,54376
111,RP,15,AV,30.95,18458
111,RR,15,AV,60.1,47299.5
111,S,15,AV,26.15,17824.5
111,SG,15,AV,17.45,9715.5
111,SI,15,AV,58.9,36513.5
111,SO,15,AV,32.55,21204
111,SW,15,AV,33.1,22667
111,T,15,AV,57.05,41370.5
111,TB,15,AV,56.6,39203.5
111,TC,15,AV,43.95,30271.5
111,TF,15,AV,16.9,9563.5
111,TH,15,AV,38.85,26058
111,TL,15,AV,47.85,32408.5
111,TV,15,AV,25.6,20475.5
111,UX,15,AV,26.8,18267.5
111,V,15,AV,21.9,15096.5
111,W,15,AV,34.9,25486
