Route,gc,pvr_tenderroute,gc_last,duration,distance
404,NS,3,EB,71.4,50659.5
404,NX,3,EB,43.8,24602
404,ON,3,EB,58.55,38155.5
404,PA,3,EB,61.2,36786.5
404,PB,3,EB,87.5,50817
404,PD,3,EB,53.4,33429.5
404,PL,3,EB,30.2,17923.5
404,PM,3,EB,40.2,22383
404,Q,3,EB,38.15,21814.5
404,QB,3,EB,37.25,21566.5
404,RA,3,EB,42.6,24225.5
404,RM,3,EB,66.6,48018.5
404,RP,3,EB,57.2,32921
404,RR,3,EB,59.6,40942
404,S,3,EB,47.7,26486.5
404,SG,3,EB,55.2,32997.5
404,SI,3,EB,58.7,37621
404,SO,3,EB,68.2,45508.5
404,SW,3,EB,36.5,21325
404,T,3,EB,61.8,41437.5
404,TB,3,EB,28.7,18243.5
404,TC,3,EB,11.6,7149
404,TF,3,EB,44.65,27555.5
404,TH,3,EB,18.1,11317
404,TL,3,EB,32.9,19913
404,TV,3,EB,33.5,21166.5
404,UX,3,EB,70.6,51945.5
404,V,3,EB,49.45,27353.5
404,W,3,EB,62.2,35595
404,WH,3,EB,53.9,34952
404,WJ,3,EB,54.7,31435.5
404,WL,3,EB,38.5,21875
404,WN,3,EB,69.9,36057.5
404,WS,3,EB,61,43158.5
404,X,3,EB,50.45,29525
405,A,10,C,18.7,11894
405,AC,10,C,52.9,30444.5
405,AD,10,C,68.35,34732.5
405,AF,10,C,35.5,20508
405,AH,10,C,49.55,29624.5
405,AL,10,C,24.95,14991
405,AR,10,C,65,32610
405,AV,10,C,51.45,31295
405,AW,10,C,63.25,47167
405,BC,10,C,15.7,8920.5
405,BK,10,C,57.05,38507
405,BN,10,C,24.65,14214.5
405,BT,10,C,68.55,40289
405,BW,10,C,48.85,31482
405,BX,10,C,44.5,30745.5
405,C,10,C,15,9012.5
405,CT,10,C,54,31056
405,DT,10,C,47.95,33154
405,DX,10,C,54.35,37500.5
405,E,10,C,72.35,54787
405,EB,10,C,25.25,14396
405,FW,10,C,44.7,27561.5
405,G,10,C,58.8,36485
405,GY,10,C,63.15,48551.5
405,HD,10,C,66.45,42427.5
405,HF,10,C,77.05,51045
405,HH,10,C,55.7,34650
405,HK,10,C,50.65,26714.5
405,HT,10,C,56.5,29117.5
405,KB,10,C,24.8,14915.5
405,KC,10,C,50.9,26608.5
405,LI,10,C,53.35,35370.5
405,MB,10,C,28.8,19941
405,MG,10,C,42.5,24102.5
405,MR,10,C,50.35,34793
405,N,10,C,22.35,13068.5
405,NP,10,C,68.2,35001.5
405,NS,10,C,65.95,46641
405,NX,10,C,37.7,20529
405,ON,10,C,53.95,33923.5
405,PA,10,C,56.5,34056.5
405,PB,10,C,82.45,55838
405,PD,10,C,48.45,29653.5
405,PL,10,C,27.05,16005
405,PM,10,C,34.15,18310
405,Q,10,C,33.45,18237
405,QB,10,C,32.55,18388.5
405,RA,10,C,37.95,21120.5
405,RM,10,C,61.15,44000
405,RP,10,C,52.55,30191
405,RR,10,C,54.15,36923.5
405,S,10,C,43,23757
405,SG,10,C,51.85,31662
405,SI,10,C,53.25,33602.5
405,SO,10,C,63.55,41276.5
405,SW,10,C,31.85,18219.5
405,T,10,C,56.35,37419
405,TB,10,C,25.8,17357.5
405,TC,10,C,9.85,6121
405,TF,10,C,44.05,27258.5
405,TH,10,C,13.25,8187
405,TL,10,C,27.5,16007
405,TV,10,C,32.9,20870
405,UX,10,C,65.9,47784
405,V,10,C,44.75,24623.5
405,W,10,C,57.55,32865
405,WH,10,C,48.45,30933.5
405,WJ,10,C,50.05,28706
405,WL,10,C,33.75,18292
405,WN,10,C,65.2,32952
405,WS,10,C,56.3,38997.5
405,X,10,C,45.8,26795
406,A,7,TV,20.55,13649.5
406,AC,7,TV,41.75,26274
406,AD,7,TV,54.25,40123.5
406,AF,7,TV,20.75,14623.5
406,AH,7,TV,28.3,16099
406,AL,7,TV,22.65,13826.5
406,AR,7,TV,62.35,44316
406,AV,7,TV,28.3,15695
406,AW,7,TV,62,47704
406,BC,7,TV,31.45,18903.5
406,BK,7,TV,62.95,41850.5
406,BN,7,TV,31.1,19136.5
406,BT,7,TV,52.95,35859.5
406,BW,7,TV,53.9,32456
406,BX,7,TV,60.85,44442.5
406,C,7,TV,30.75,19297
406,CT,7,TV,54.5,32043
406,DT,7,TV,64.35,46851
406,DX,7,TV,60.2,40844.5
406,E,7,TV,62.25,46790
406,EB,7,TV,24.95,15969.5
406,FW,7,TV,20.65,11503
406,G,7,TV,40.35,26691.5
406,GY,7,TV,69.05,51895.5
406,HD,7,TV,49.3,32611.5
406,HF,7,TV,61.45,46615
406,HH,7,TV,31.85,18323
406,HK,7,TV,50.45,30413
406,HT,7,TV,54.3,33629.5
406,KB,7,TV,45.2,27838
406,KC,7,TV,50.75,30307.5
406,LI,7,TV,58.55,36008.5
406,MB,7,TV,52.55,36163.5
406,MG,7,TV,52.55,32864.5
406,MR,7,TV,66.7,48490.5
406,N,7,TV,34.45,21202
406,NP,7,TV,62.1,46545
406,NS,7,TV,71.85,49984.5
406,NX,7,TV,42.5,27505.5
406,ON,7,TV,36.8,24107.5
406,PA,7,TV,39.65,25991
406,PB,7,TV,69.7,51301
406,PD,7,TV,61.95,38139.5
406,PL,7,TV,24,13390.5
406,PM,7,TV,41.1,26535.5
406,Q,7,TV,35.15,23898
406,QB,7,TV,29.15,20206.5
406,RA,7,TV,37.8,24818.5
406,RM,7,TV,67,47344
406,RP,7,TV,40.1,22973.5
406,RR,7,TV,60.05,40267.5
406,S,7,TV,30.85,19616.5
406,SG,7,TV,30.55,16643
406,SI,7,TV,58.8,37029
406,SO,7,TV,46.45,31460.5
406,SW,7,TV,30.85,21423
406,T,7,TV,61.5,38057.5
406,TB,7,TV,49.55,33580.5
406,TC,7,TV,34.55,22710.5
406,TF,7,TV,20,11201
406,TH,7,TV,32.6,19942.5
406,TL,7,TV,45.2,30362.5
406,TV,7,TV,11.55,7525.5
406,UX,7,TV,46.9,36148
406,V,7,TV,29.3,19212.5
406,W,7,TV,44.2,30869
406,WH,7,TV,54.3,34277.5
406,WJ,7,TV,39.8,23325.5
406,WL,7,TV,34.7,23720.5
406,WN,7,TV,54.85,40372
406,WS,7,TV,37.15,27352
406,X,7,TV,35.95,23052
407,A,15,BC,12.2,7610
407,AC,15,BC,52.05,30529
407,AD,15,BC,67.5,41352
407,AF,15,BC,33.75,20148.5
407,AH,15,BC,46.1,28619.5
407,AL,15,BC,21.7,13176
407,AR,15,BC,65.25,33595.5
407,AV,15,BC,46.6,28191
407,AW,15,BC,66.5,45535.5
407,BC,15,BC,17.45,10275
407,BK,15,BC,60.7,39771.5
407,BN,15,BC,25.9,14962
407,BT,15,BC,67.1,41909.5
407,BW,15,BC,52.05,31561.5
407,BX,15,BC,50.2,33776.5
407,C,15,BC,16.55,10102
407,CT,15,BC,54.85,29329.5
407,DT,15,BC,53.65,36185
407,DX,15,BC,58,38765
407,E,15,BC,73.9,55169.5
407,EB,15,BC,20.05,11348.5
407,FW,15,BC,39,23999.5
407,G,15,BC,56.75,36287.5
407,GY,15,BC,66.8,49816
407,HD,15,BC,64.15,42106
407,HF,15,BC,75.6,52665
407,HH,15,BC,50.2,30819
407,HK,15,BC,50.85,27699.5
407,HT,15,BC,56.7,30102.5
407,KB,15,BC,31.8,19446.5
407,KC,15,BC,51.15,27593.5
407,LI,15,BC,56.65,35281.5
407,MB,15,BC,34.05,22566.5
407,MG,15,BC,48.25,28153
407,MR,15,BC,56.05,37824
407,N,15,BC,26.2,15147
407,NP,15,BC,68.35,35986.5
407,NS,15,BC,69.6,47905.5
407,NX,15,BC,41.15,23637
407,ON,15,BC,51.7,33602
407,PA,15,BC,54.45,33859
407,PB,15,BC,82.5,53430
407,PD,15,BC,54.1,32278
407,PL,15,BC,24,14116.5
407,PM,15,BC,38.25,20732.5
407,Q,15,BC,34.6,20439.5
407,QB,15,BC,31.65,18921
407,RA,15,BC,38.15,22105.5
407,RM,15,BC,64.8,45264.5
407,RP,15,BC,51.65,30275
407,RR,15,BC,57.8,38187.5
407,S,15,BC,42.15,23841
407,SG,15,BC,48.9,29139
407,SI,15,BC,56.75,34908
407,SO,15,BC,61.35,40955
407,SW,15,BC,31.65,18957
407,T,15,BC,59.65,37330.5
407,TB,15,BC,31.05,19982.5
407,TC,15,BC,15.25,9477
407,TF,15,BC,38.3,23697
407,TH,15,BC,18.4,11359.5
407,TL,15,BC,33.95,20708
407,TV,15,BC,27.2,17308
407,UX,15,BC,63.75,47392
407,V,15,BC,43.4,25550.5
407,W,15,BC,56.65,32949
407,WH,15,BC,52.1,32197.5
407,WJ,15,BC,49.15,28790
407,WL,15,BC,34.6,20380.5
407,WN,15,BC,65.45,33937.5
407,WS,15,BC,54.15,38605
407,X,15,BC,44.85,26879
410,A,18,TH,15.4,9163.5
410,AC,18,TH,43.3,24249.5
410,AD,18,TH,58.45,41930.5
410,AF,18,TH,26.3,14839.5
410,AH,18,TH,40.2,23915.5
410,AL,18,TH,18.6,10661.5
410,AR,18,TH,55.55,30423
410,AV,18,TH,42.05,25585.5
410,AW,18,TH,53.85,41427.5
410,BC,18,TH,12.15,6662
410,BK,18,TH,47.75,32768.5
410,BN,18,TH,16.25,8452.5
410,BT,18,TH,58.95,34093.5
410,BW,18,TH,39.55,25743.5
410,BX,18,TH,36.45,25336
410,C,18,TH,11.75,6772.5
410,CT,18,TH,43.95,24758.5
410,DT,18,TH,39.95,27744.5
410,DX,18,TH,44.95,31761.5
410,E,18,TH,63,40876.5
410,EB,18,TH,23.6,13370.5
410,FW,18,TH,39,22870
410,G,18,TH,49.2,30289.5
410,GY,18,TH,53.85,42812.5
410,HD,18,TH,56.75,36354.5
410,HF,18,TH,67.45,44849.5
410,HH,18,TH,46.35,28940
410,HK,18,TH,41.3,20405.5
410,HT,18,TH,47.2,22809
410,KB,18,TH,16.65,9042.5
410,KC,18,TH,41.6,20300
410,LI,18,TH,44,29631.5
410,MB,18,TH,25.55,17324
410,MG,18,TH,33.15,18363.5
410,MR,18,TH,42.35,29384
410,N,18,TH,12.65,6901.5
410,NP,18,TH,58.2,32476
410,NS,18,TH,56.65,40902
410,NX,18,TH,27.35,13953.5
410,ON,18,TH,44.3,27850.5
410,PA,18,TH,46.9,27861
410,PB,18,TH,72.45,49540
410,PD,18,TH,39.15,23203.5
410,PL,18,TH,18.8,10543
410,PM,18,TH,23.75,11734.5
410,Q,18,TH,22.95,11276.5
410,QB,18,TH,22.15,12094.5
410,RA,18,TH,28.6,14811.5
410,RM,18,TH,51.8,38261.5
410,RP,18,TH,42.9,23996.5
410,RR,18,TH,44.85,31184.5
410,S,18,TH,33.8,18088.5
410,SG,18,TH,42.55,25953
410,SI,18,TH,43.95,27863.5
410,SO,18,TH,53.95,35203
410,SW,18,TH,22.1,11663.5
410,T,18,TH,46.95,31680.5
410,TB,18,TH,21.95,14251.5
410,TC,18,TH,11.8,7077
410,TF,18,TH,38.4,22567
410,TH,18,TH,9.75,5738
410,TL,18,TH,19.5,10471.5
410,TV,18,TH,27,16449
410,UX,18,TH,56.7,42238
410,V,18,TH,35.55,18955.5
410,W,18,TH,47.65,24922.5
410,WH,18,TH,39.1,25194.5
410,WJ,18,TH,40.45,22510.5
410,WL,18,TH,23.3,11331.5
410,WN,18,TH,55.9,26643.5
410,WS,18,TH,47.1,33451
410,X,18,TH,36.15,20600
411,A,6,FW,23.35,14593
411,AC,6,FW,37.55,23109
411,AD,6,FW,49.75,34880
411,AF,6,FW,22.05,12603
411,AH,6,FW,20.85,11752.5
411,AL,6,FW,25.2,14105
411,AR,6,FW,57.85,39072
411,AV,6,FW,19.65,10128.5
411,AW,6,FW,57.55,42461
411,BC,6,FW,33.95,19182
411,BK,6,FW,64.25,39830.5
411,BN,6,FW,32.45,19559
411,BT,6,FW,48.5,30616
411,BW,6,FW,55.15,30435.5
411,BX,6,FW,62.15,42422
411,C,6,FW,33.3,19322
411,CT,6,FW,55.75,30022.5
411,DT,6,FW,65.65,44830.5
411,DX,6,FW,61.45,38824
411,E,6,FW,57.75,41547
411,EB,6,FW,27.8,16912.5
411,FW,6,FW,10.6,5173.5
411,G,6,FW,32.55,19091
411,GY,6,FW,70.35,49875
411,HD,6,FW,42.9,26392.5
411,HF,6,FW,57,41371.5
411,HH,6,FW,20.7,11211.5
411,HK,6,FW,51.75,28392.5
411,HT,6,FW,50.9,33776
411,KB,6,FW,46.65,27367
411,KC,6,FW,49.95,27383.5
411,LI,6,FW,59.85,33988
411,MB,6,FW,55.4,37107
411,MG,6,FW,53.85,30844
411,MR,6,FW,68,46470
411,N,6,FW,36.65,21661
411,NP,6,FW,57.65,41301
411,NS,6,FW,71.6,52542.5
411,NX,6,FW,43.85,25485
411,ON,6,FW,32.35,18864
411,PA,6,FW,34.7,20847.5
411,PB,6,FW,65.25,46057
411,PD,6,FW,63.25,36119
411,PL,6,FW,26.6,14350
411,PM,6,FW,42.4,24515.5
411,Q,6,FW,36.45,21878
411,QB,6,FW,30.45,18186
411,RA,6,FW,39.05,22798
411,RM,6,FW,68.3,45323.5
411,RP,6,FW,35.8,18597
411,RR,6,FW,61.35,38247
411,S,6,FW,29.5,16887.5
411,SG,6,FW,21.8,11256
411,SI,6,FW,60.05,35009
411,SO,6,FW,39.35,24484.5
411,SW,6,FW,32.15,19403
411,T,6,FW,61.9,41510
411,TB,6,FW,52.4,34523.5
411,TC,6,FW,37.4,23654
411,TF,6,FW,10.9,5215.5
411,TH,6,FW,35.1,20221
411,TL,6,FW,46.5,28342
411,TV,6,FW,16.25,10226.5
411,UX,6,FW,35.9,24602.5
411,V,6,FW,25.2,14160
411,W,6,FW,39.7,25625
411,WH,6,FW,55.6,32257
411,WJ,6,FW,36.4,18951
411,WL,6,FW,36,21700
411,WN,6,FW,50.4,35128
411,WS,6,FW,26.05,15797
411,X,6,FW,34.6,20323
412,A,7,TC,15.05,9913.5
412,AC,7,TC,48.4,27990
412,AD,7,TC,63.45,31559
412,AF,7,TC,31,18053
412,AH,7,TC,45.85,27644.5
412,AL,7,TC,21.25,12388
412,AR,7,TC,60.1,29436.5
412,AV,7,TC,47.75,29314.5
412,AW,7,TC,57.9,43729.5
412,BC,7,TC,10.95,6104.5
412,BK,7,TC,51.75,35069.5
412,BN,7,TC,19.8,11041
412,BT,7,TC,64,37834.5
412,BW,7,TC,43.55,28044.5
412,BX,7,TC,39.6,27572
412,C,7,TC,10.25,6181.5
412,CT,7,TC,48.7,31243.5
412,DT,7,TC,43.1,29980.5
412,DX,7,TC,49,34063
412,E,7,TC,67.05,51349.5
412,EB,7,TC,21.9,12463.5
412,FW,7,TC,41.05,25581
412,G,7,TC,54.3,34030.5
412,GY,7,TC,57.85,45114.5
412,HD,7,TC,62,38471.5
412,HF,7,TC,72.5,48590
412,HH,7,TC,52,32669.5
412,HK,7,TC,45.8,23541
412,HT,7,TC,51.6,25944
412,KB,7,TC,19.5,11228
412,KC,7,TC,46,23435
412,LI,7,TC,48,31933
412,MB,7,TC,23.9,16768
412,MG,7,TC,37.15,20665.5
412,MR,7,TC,45.45,31619.5
412,N,7,TC,17.15,9961
412,NP,7,TC,63.3,31828
412,NS,7,TC,60.65,43203.5
412,NX,7,TC,32.4,16842
412,ON,7,TC,49.5,29967.5
412,PA,7,TC,52,31602
412,PB,7,TC,77.55,61439
412,PD,7,TC,43.15,25505
412,PL,7,TC,23.15,13476
412,PM,7,TC,28.85,14623
412,Q,7,TC,28.55,15063.5
412,QB,7,TC,27.95,15558
412,RA,7,TC,33.1,17947
412,RM,7,TC,55.8,40562.5
412,RP,7,TC,48,27736.5
412,RR,7,TC,48.85,33486.5
412,S,7,TC,38.5,21302
412,SG,7,TC,48.2,29681.5
412,SI,7,TC,47.95,30165
412,SO,7,TC,59.1,37320.5
412,SW,7,TC,26.95,15046
412,T,7,TC,51,33981.5
412,TB,7,TC,20.9,14184
412,TC,7,TC,4.55,2683.5
412,TF,7,TC,40.35,25278.5
412,TH,7,TC,8.35,5013.5
412,TL,7,TC,22.15,12569.5
412,TV,7,TC,29.25,18889.5
412,UX,7,TC,61.4,43898.5
412,V,7,TC,40.2,22169
412,W,7,TC,53,30410.5
412,WH,7,TC,43.1,27496
412,WJ,7,TC,45.5,26251
412,WL,7,TC,28.9,15118.5
412,WN,7,TC,60.3,29778.5
412,WS,7,TC,51.8,35111.5
412,X,7,TC,41.25,24340.5
413,A,8,EB,3.6,2406
413,AC,8,EB,40.9,23835
413,AD,8,EB,56.35,41303
413,AF,8,EB,21.4,13297.5
413,AH,8,EB,33.35,21024.5
413,AL,8,EB,9.9,5321
413,AR,8,EB,55.5,27625
413,AV,8,EB,34.75,19861
413,AW,8,EB,59.1,36036
413,BC,8,EB,13.4,6897
413,BK,8,EB,53.6,33168
413,BN,8,EB,18.2,9694
413,BT,8,EB,55.1,37039
413,BW,8,EB,44.55,23772
413,BX,8,EB,48.6,33131
413,C,8,EB,12.65,6887
413,CT,8,EB,45.15,23360
413,DT,8,EB,52.1,35539
413,DX,8,EB,50.85,32161
413,E,8,EB,64.4,47969.5
413,EB,8,EB,14.1,8524
413,FW,8,EB,27.05,15669
413,G,8,EB,44.05,29599.5
413,GY,8,EB,59.7,43212
413,HD,8,EB,51.4,33791
413,HF,8,EB,63.6,47794.5
413,HH,8,EB,38.35,22489
413,HK,8,EB,41.1,21730
413,HT,8,EB,46.95,24133
413,KB,8,EB,29.35,16989
413,KC,8,EB,41.4,21624
413,LI,8,EB,49.2,27325
413,MB,8,EB,35.05,24435
413,MG,8,EB,43.2,24181
413,MR,8,EB,54.45,37179
413,N,8,EB,20.3,11271.5
413,NP,8,EB,58.65,30017
413,NS,8,EB,62.5,41301
413,NX,8,EB,33.15,18822
413,ON,8,EB,38.9,25287
413,PA,8,EB,41.8,27170.5
413,PB,8,EB,71.8,52480.5
413,PD,8,EB,50.9,29762
413,PL,8,EB,12.2,6262
413,PM,8,EB,31.4,16542.5
413,Q,8,EB,25.8,15215
413,QB,8,EB,20.5,12155
413,RA,8,EB,28.4,16135
413,RM,8,EB,57.65,38660
413,RP,8,EB,40.5,23582
413,RR,8,EB,50.7,31584
413,S,8,EB,31,17147
413,SG,8,EB,36.95,20809
413,SI,8,EB,49.45,28346
413,SO,8,EB,48.55,32640
413,SW,8,EB,21.5,12740
413,T,8,EB,52.15,29374
413,TB,8,EB,32.05,21852
413,TC,8,EB,17.05,10982
413,TF,8,EB,26.45,15366.5
413,TH,8,EB,15.2,8383
413,TL,8,EB,32,19047
413,TV,8,EB,15.05,9248.5
413,UX,8,EB,51,39077.5
413,V,8,EB,31.5,19985.5
413,W,8,EB,45.5,26256
413,WH,8,EB,44.95,25594
413,WJ,8,EB,38,22096
413,WL,8,EB,25.35,15037
413,WN,8,EB,55.7,27967
413,WS,8,EB,41.4,30290.5
413,X,8,EB,33.75,20186
414,A,22,QB,33.7,18841
414,AC,22,QB,15.4,7846
414,AD,22,QB,30.55,20968
414,AF,22,QB,12.45,5506.5
414,AH,22,QB,21.6,11313.5
414,AL,22,QB,26.75,11903
414,AR,22,QB,38.65,25160
414,AV,22,QB,25.35,15526.5
414,AW,22,QB,38.3,28548
414,BC,22,QB,34.15,17402.5
414,BK,22,QB,46.75,32708
414,BN,22,QB,22.95,11253
414,BT,22,QB,29.4,16727
414,BW,22,QB,37.25,17075.5
414,BX,22,QB,49.65,31899
414,C,22,QB,33.5,17542
414,CT,22,QB,35.15,14545.5
414,DT,22,QB,53.1,34307
414,DX,22,QB,45.5,25977
414,E,22,QB,38.55,27634
414,EB,22,QB,40.4,24127
414,FW,22,QB,29.85,17101.5
414,G,22,QB,24.05,14830.5
414,GY,22,QB,54.35,37028
414,HD,22,QB,30.5,17786.5
414,HF,22,QB,37.75,27444.5
414,HH,22,QB,30.35,19607.5
414,HK,22,QB,32.25,13407
414,HT,22,QB,25.05,11665
414,KB,22,QB,37.2,19061
414,KC,22,QB,24.15,11157
414,LI,22,QB,41.35,19510.5
414,MB,22,QB,53.55,31175.5
414,MG,22,QB,39.6,19149
414,MR,22,QB,55.5,35946.5
414,N,22,QB,27.15,13355
414,NP,22,QB,38.4,27389
414,NS,22,QB,52.15,38086.5
414,NX,22,QB,29.9,14529.5
414,ON,22,QB,18.7,10122
414,PA,22,QB,21.75,12402
414,PB,22,QB,46,32145
414,PD,22,QB,49.3,25163.5
414,PL,22,QB,23.35,10511
414,PM,22,QB,29.2,13847
414,Q,22,QB,23.25,11209
414,QB,22,QB,18.3,7992
414,RA,22,QB,21.4,8742.5
414,RM,22,QB,52.35,32476
414,RP,22,QB,16.9,7910
414,RR,22,QB,45.35,25400
414,S,22,QB,10.4,4799
414,SG,22,QB,24.05,15312.5
414,SI,22,QB,44.2,22147
414,SO,22,QB,28.25,17151
414,SW,22,QB,19.65,9250.5
414,T,22,QB,42.45,27053.5
414,TB,22,QB,48.55,27327
414,TC,22,QB,38,21268
414,TF,22,QB,30.3,17209.5
414,TH,22,QB,30.15,16273.5
414,TL,22,QB,36.7,19051.5
414,TV,22,QB,29.05,18380.5
414,UX,22,QB,31.85,25251
414,V,22,QB,14.75,6434.5
414,W,22,QB,17.5,9305.5
414,WH,22,QB,39.65,19410
414,WJ,22,QB,13.8,6997
414,WL,22,QB,22.8,11032
414,WN,22,QB,31.2,21216
414,WS,22,QB,26.75,19802
414,X,22,QB,12.45,6691.5
415,A,9,WL,26.75,15492
415,AC,9,WL,32.65,17198.5
415,AD,9,WL,40.7,18763
415,AF,9,WL,20.45,11390.5
415,AH,9,WL,33,19390
415,AL,9,WL,21.7,11761
415,AR,9,WL,36.55,16264.5
415,AV,9,WL,36.75,23134
415,AW,9,WL,39.85,24556.5
415,BC,9,WL,25.8,13964.5
415,BK,9,WL,33.85,23107.5
415,BN,9,WL,9.7,5220.5
415,BT,9,WL,46.1,26723
415,BW,9,WL,25.3,12293.5
415,BX,9,WL,28.75,21900
415,C,9,WL,25.4,13142
415,CT,9,WL,25.9,11880.5
415,DT,9,WL,32.25,24308
415,DX,9,WL,31.1,22101
415,E,9,WL,46.3,24212.5
415,EB,9,WL,36.15,21106.5
415,FW,9,WL,40.75,24537.5
415,G,9,WL,38.95,24698.5
415,GY,9,WL,39.95,33152.5
415,HD,9,WL,46.65,29139.5
415,HF,9,WL,52.75,32398.5
415,HH,9,WL,41.75,27215.5
415,HK,9,WL,21.9,10250.5
415,HT,9,WL,29.35,13433.5
415,KB,9,WL,18.35,9549.5
415,KC,9,WL,23.8,10924.5
415,LI,9,WL,29.95,15845.5
415,MB,9,WL,33.75,21581.5
415,MG,9,WL,21.15,11569
415,MR,9,WL,34.65,25948
415,N,9,WL,11.85,6220.5
415,NP,9,WL,39.7,18655.5
415,NS,9,WL,42.75,31241.5
415,NX,9,WL,11.15,5502.5
415,ON,9,WL,34.15,20635.5
415,PA,9,WL,36.65,22270
415,PB,9,WL,55.05,31626
415,PD,9,WL,28.85,16704
415,PL,9,WL,19.9,10583
415,PM,9,WL,10.35,4646.5
415,Q,9,WL,9.25,4016
415,QB,9,WL,12.15,6627.5
415,RA,9,WL,10.95,5629.5
415,RM,9,WL,37.95,28601
415,RP,9,WL,32.7,18405
415,RR,9,WL,30.95,21524.5
415,S,9,WL,24.9,12975
415,SG,9,WL,35.4,22920
415,SI,9,WL,29.9,18244.5
415,SO,9,WL,43.8,27988.5
415,SW,9,WL,8.85,5149.5
415,T,9,WL,32.9,17894.5
415,TB,9,WL,28.2,16783.5
415,TC,9,WL,27.2,15535.5
415,TF,9,WL,40.8,24567
415,TH,9,WL,19.65,10748
415,TL,9,WL,15.85,9052.5
415,TV,9,WL,32.35,23040.5
415,UX,9,WL,47.65,34005
415,V,9,WL,26.95,14487.5
415,W,9,WL,34,16961.5
415,WH,9,WL,25.25,15534
415,WJ,9,WL,30.2,16919
415,WL,9,WL,9.55,4069.5
415,WN,9,WL,37.6,16983
415,WS,9,WL,38.55,27430
415,X,9,WL,26,15164
417,A,12,N,21.95,12882.5
417,AC,12,N,33.75,18645
417,AD,12,N,48.25,31616.5
417,AF,12,N,17.9,9796.5
417,AH,12,N,33.05,18994
417,AL,12,N,17.9,9367
417,AR,12,N,44.8,24207
417,AV,12,N,36.75,22738
417,AW,12,N,44.8,31123.5
417,BC,12,N,18.6,10041
417,BK,12,N,38.95,25359.5
417,BN,12,N,9.4,4678.5
417,BT,12,N,49.4,28489
417,BW,12,N,30.35,17149.5
417,BX,12,N,33.7,23930.5
417,C,12,N,18.35,10300.5
417,CT,12,N,33.25,18542.5
417,DT,12,N,37.2,26338.5
417,DX,12,N,36.2,24353
417,E,12,N,52.3,34660.5
417,EB,12,N,31.35,18589
417,FW,12,N,38.75,22158
417,G,12,N,39.65,24685
417,GY,12,N,45.05,35404
417,HD,12,N,47.35,29127
417,HF,12,N,57.8,37320.5
417,HH,12,N,41.75,26819.5
417,HK,12,N,30.6,14189.5
417,HT,12,N,36.45,16593
417,KB,12,N,16.1,7953
417,KC,12,N,30.9,14083.5
417,LI,12,N,34.95,20870
417,MB,12,N,31.7,19950.5
417,MG,12,N,26.5,13586
417,MR,12,N,39.6,27978.5
417,N,12,N,8.4,4172.5
417,NP,12,N,47.45,26260
417,NS,12,N,47.9,33493.5
417,NX,12,N,17.85,8671.5
417,ON,12,N,34.85,20623
417,PA,12,N,37.35,22257
417,PB,12,N,61.7,43324
417,PD,12,N,34.15,18721.5
417,PL,12,N,16,8189
417,PM,12,N,15.35,7077
417,Q,12,N,12.7,5969
417,QB,12,N,10.45,5433.5
417,RA,12,N,17.9,8595.5
417,RM,12,N,43.05,30852.5
417,RP,12,N,33.35,18392
417,RR,12,N,36.1,23776
417,S,12,N,25.05,12909
417,SG,12,N,35.45,22524
417,SI,12,N,35,20496
417,SO,12,N,44.5,27975
417,SW,12,N,11.4,5447
417,T,12,N,37.85,22919
417,TB,12,N,26.55,15835
417,TC,12,N,20.15,11560.5
417,TF,12,N,38.25,21981.5
417,TH,12,N,13.3,7285.5
417,TL,12,N,17.75,9070
417,TV,12,N,28.1,18308
417,UX,12,N,48,34800
417,V,12,N,26.95,14091.5
417,W,12,N,37.25,17433.5
417,WH,12,N,30.35,17786
417,WJ,12,N,30.9,16906
417,WL,12,N,12.6,5905.5
417,WN,12,N,45.15,20427.5
417,WS,12,N,38.55,27034
417,X,12,N,26.6,14996
419,A,13,FW,24.75,14674.5
419,AC,13,FW,26.7,16857.5
419,AD,13,FW,38.95,28629
419,AF,13,FW,10.75,5186.5
419,AH,13,FW,15.2,8342.5
419,AL,13,FW,22.5,10922.5
419,AR,13,FW,47.05,32821
419,AV,13,FW,17.6,9642.5
419,AW,13,FW,46.7,36209.5
419,BC,13,FW,32.55,17713.5
419,BK,13,FW,54.1,38607.5
419,BN,13,FW,23.15,12661.5
419,BT,13,FW,37.7,24365
419,BW,13,FW,44.5,22854.5
419,BX,13,FW,52.85,35525
419,C,13,FW,31.85,17853
419,CT,13,FW,44.7,22246
419,DT,13,FW,56.35,37933
419,DX,13,FW,51.45,31516.5
419,E,13,FW,46.95,35295.5
419,EB,13,FW,29.15,17841
419,FW,13,FW,17,8630
419,G,13,FW,26.65,16925.5
419,GY,13,FW,60.25,42567.5
419,HD,13,FW,34,21117
419,HF,13,FW,46.2,35120.5
419,HH,13,FW,23.4,14685
419,HK,13,FW,40.65,20616
419,HT,13,FW,39.85,22563.5
419,KB,13,FW,37.4,20470
419,KC,13,FW,37.55,19276.5
419,LI,13,FW,49.15,26407.5
419,MB,13,FW,52.85,32447
419,MG,13,FW,44.55,23946.5
419,MR,13,FW,58.7,39573
419,N,13,FW,27.35,14764
419,NP,13,FW,46.8,35050.5
419,NS,13,FW,59.55,43985.5
419,NX,13,FW,34.55,18588
419,ON,13,FW,21.5,12613
419,PA,13,FW,24.35,14496.5
